post_title,group_name,discovered,description,website,published
KONECTA SERVICIOS ADMINISTRATIVOS Y TECNOLOGICOS S.L. SUCURSAL ARGENTINA,hive,2022-03-24 08:31:17.185308,,,
serilization-se...,lockbit2,2022-03-24 12:24:50.506758,,,
japoauto.com,lockbit2,2022-03-24 13:31:51.966837,,,
guazzini.it,lockbit2,2022-03-24 14:25:52.873857,,,
stt-logistique....,lockbit2,2022-03-24 15:27:57.322019,,,
onedoc.ch/fr/ce...,lockbit2,2022-03-24 17:28:11.957997,,,
Passero Associates,hive,2022-03-24 18:23:26.362141,,,
"Davis Law Group, P.C. - dlgva.com",alphv,2022-03-24 19:19:41.726504,,,
buffingtonl,lockbit2,2022-03-24 20:21:36.979446,,,
North View Escrow Corp,alphv,2022-03-24 21:19:55.695446,,,
alaliengineerin...,lockbit2,2022-03-25 07:18:37.192795,,,
standard-furnit...,lockbit2,2022-03-25 08:26:09.275150,,,
Pollmann,hive,2022-03-25 10:24:36.962553,,,
https://century...,lockbit2,2022-03-25 15:25:56.784694,,,
ctigas.com,lockbit2,2022-03-25 16:25:51.137339,,,
VOYAGER DISTRIBUTING COMPANY PTY. LTD.,alphv,2022-03-25 17:25:50.903539,,,
Relationships Australia,alphv,2022-03-25 18:27:20.726786,,,
centuryaluminum...,lockbit2,2022-03-25 20:31:48.850081,,,
Konradin Mediengruppe GmbH,hive,2022-03-26 11:20:59.710985,,,
microflex-servi...,lockbit2,2022-03-26 12:22:55.309820,,,
aquazzura.co,lockbit2,2022-03-26 16:20:22.680165,,,
aquazzura.,lockbit2,2022-03-26 21:25:45.619753,,,
Hochschild Mining,conti,2022-03-27 03:22:37.811257,,,
comune.g,lockbit2,2022-03-27 12:25:31.692390,,,
girlguidingl,lockbit2,2022-03-27 15:22:24.486652,,,
https://pirsonh...,lockbit2,2022-03-27 20:24:10.067366,,,
h1{,blackbyte,2022-03-27 21:20:36.701763,,,
Diamond Pet Foods,blackbyte,2022-03-27 22:25:54.789293,,,
pirsonholland.c...,lockbit2,2022-03-27 23:23:28.413476,,,
zentrum-dreilin...,lockbit2,2022-03-28 00:41:37.874600,,,
qarch.nl,lockbit2,2022-03-28 01:53:13.477470,,,
Oklahoma City Indian Clinic,suncrypt,2022-03-28 02:53:00.282967,,,
UNITEK Contracting Group,conti,2022-03-28 05:26:27.643432,,,
DC Solutions FR&Switzerland (dcsolution.ch),alphv,2022-03-28 06:30:02.132186,,,
MIGROS,stormous,2022-03-28 09:22:52.111893,,,
Jammal Trust Bank,vicesociety,2022-03-28 10:25:11.185781,,,
its.ws,lockbit2,2022-03-28 11:24:13.081236,,,
bro,lockbit2,2022-03-28 13:35:28.819780,,,
progettoedilesr...,lockbit2,2022-03-28 14:26:16.721365,,,
Allied Eagle Supply,conti,2022-03-28 17:25:09.415456,,,
OSSEG Obra Social del Seguro,vicesociety,2022-03-28 18:25:33.997739,,,
Smith Transport company,stormous,2022-03-28 19:23:06.378201,,,
Neschen Coating GmbH,conti,2022-03-28 21:24:41.204042,,,
ONCALL Language Services,conti,2022-03-28 22:36:14.113188,,,
AB Karl Hedin,conti,2022-03-28 23:23:53.321238,,,
Rudsak Inc | rudsak.com,alphv,2022-03-29 00:44:14.389587,,,
Ciments Guyanais,vicesociety,2022-03-29 01:59:08.636064,,,
ASPIRO,vicesociety,2022-03-29 02:58:01.198309,,,
APSM Systems,vicesociety,2022-03-29 16:52:32.244972,,,
Universidade Federal de Sao Paulo,vicesociety,2022-01-01 16:52:32.261114,,,
OSSEG Obra Social de Seguros,vicesociety,2022-01-01 16:52:32.276650,,,
1 Breaking News,leaktheanalyst,2022-01-01 16:52:32.494990,,,
2 Breaking News,leaktheanalyst,2022-01-01 16:52:32.512060,,,
3 Breaking News,leaktheanalyst,2022-01-01 16:52:32.528399,,,
4 Breaking News,leaktheanalyst,2022-01-01 16:52:32.544801,,,
5 Customer Leak and F5 destroying,leaktheanalyst,2022-01-01 16:52:32.561567,,,
6 Under Attack,leaktheanalyst,2022-01-01 16:52:32.577017,,,
7 Absurd Analysis,leaktheanalyst,2022-01-01 16:52:32.592914,,,
8 Breaking News,leaktheanalyst,2022-01-01 16:52:32.608509,,,
9 Cuz F5 has caused,leaktheanalyst,2022-01-01 16:52:32.624448,,,
10 Bearking News,leaktheanalyst,2022-01-01 16:52:32.639899,,,
11 you're awake!,leaktheanalyst,2022-01-01 16:52:32.655535,,,
12 Escape from the dark,leaktheanalyst,2022-01-01 16:52:32.671251,,,
13 We are kids !,leaktheanalyst,2022-01-01 16:52:32.687098,,,
14 Kids vs. Governments !,leaktheanalyst,2022-01-01 16:52:32.704077,,,
15 All we know,leaktheanalyst,2022-01-01 16:52:32.720806,,,
15.1 Supplementary,leaktheanalyst,2022-01-01 16:52:32.736935,,,
16 Nuclear leak,leaktheanalyst,2022-01-01 16:52:32.753892,,,
"17 ""Shoulders! How shocking!"" Queen",leaktheanalyst,2022-01-01 16:52:32.770364,,,
18 Build your own drone,leaktheanalyst,2022-03-29 16:52:32.786310,,,
19 You Must Never Forget LeakTheAnalyst,leaktheanalyst,2022-03-29 16:52:32.802514,,,
axessa.ch,lockbit2,2022-03-29 06:26:19.418068,,,
GRS Group,conti,2022-03-29 08:22:21.001577,,,
Biz Retek,lorenz,2022-03-29 13:30:03.142371,,,
Azimut Benetti Group,conti,2022-03-29 16:21:11.831118,,,
Royal Brunei Airlines Sdn Bhd,conti,2022-03-29 17:24:33.171132,,,
Automobil Holding AS,conti,2022-03-29 18:24:36.048558,,,
Critical Content,conti,2022-03-29 19:22:51.798705,,,
ITECOR International SA,conti,2022-03-29 20:23:45.834152,,,
Stago,ransomexx,2022-03-29 21:22:18.316495,,,
PHC,hive,2022-03-29 22:22:35.690715,,,
rebuildingt,lockbit2,2022-03-30 00:32:31.831781,,,
BANQUE CENTRALE DE TUNISIE,conti,2022-03-30 01:49:22.725118,,,
GEBE,blackbyte,2022-03-30 15:54:29.211792,,,
Credit Risk Management Canada,blackbyte,2022-03-30 15:54:29.247909,,,
MZ Architects,blackbyte,2022-03-30 15:54:29.281327,,,
trant-co-uk,cuba,2022-03-30 08:23:14.427407,,,
bcad.org,lockbit2,2022-03-30 09:25:48.194316,,,
bcintlgroup-com,cuba,2022-03-30 10:20:03.717543,,,
botswana,lockbit2,2022-03-30 11:23:19.707789,,,
burlingtonsafet...,lockbit2,2022-03-30 13:28:41.864098,,,
papierswhitebi,lockbit2,2022-03-30 15:20:09.901082,,,
Autumn Transport,blackbyte,2022-03-30 16:28:51.426702,,,
London College of Beauty Therapy,blackbyte,2022-03-30 17:23:08.336967,,,
United Cumberland,pandora,2022-03-30 18:27:19.661153,,,
Hearst,pandora,2022-03-30 19:26:24.820390,,,
jlmsolicitors.c...,lockbit2,2022-03-30 20:30:00.109610,,,
"Scott Manufacturing, LLC",conti,2022-03-30 21:23:02.068614,,,
grupodeincendio...,lockbit2,2022-03-30 22:28:54.612409,,,
avcimmedia.com,lockbit2,2022-03-30 23:22:15.112843,,,
omalleytunstall...,lockbit2,2022-03-31 00:34:45.512001,,,
Yip in Tsoi,snatch,2022-03-31 02:00:11.202025,,,
infotech ua,stormous,2022-03-31 02:49:46.376295,,,
"Zeeland Farm Services, Inc.",conti,2022-03-31 09:27:24.397228,,,
bafokengholding...,lockbit2,2022-03-31 11:23:27.728021,,,
yachtcharterfle...,lockbit2,2022-03-31 12:24:12.565652,,,
keypoint.com,lockbit2,2022-03-31 13:33:52.881753,,,
CASTGROUP.COM.BR,alphv,2022-03-31 14:31:12.036768,,,
studiobrazzale....,lockbit2,2022-03-31 16:25:54.636205,,,
Parker Appliance Company,conti,2022-03-31 21:25:36.398481,,,
Rettenmeier Holding AG,conti,2022-03-31 22:22:03.948005,,,
Prima Sole Components Spa,conti,2022-03-31 23:23:32.083402,,,
kssente,lockbit2,2022-04-01 00:34:33.532529,,,
Lowell,conti,2022-04-01 01:55:12.729322,,,
SSW Consulting,alphv,2022-04-01 02:59:15.891238,,,
Dober,alphv,2022-04-01 03:43:40.838762,,,
https://liceu.b...,lockbit2,2022-04-01 13:34:19.851611,,,
I-SEC International Security,conti,2022-04-01 14:26:26.232513,,,
Midea Carrier,conti,2022-04-01 15:23:04.489949,,,
GIBSON HomeWares,conti,2022-04-01 21:22:13.501240,,,
MANUFAST,conti,2022-04-02 00:31:39.568369,,,
liceu.barcelona,lockbit2,2022-04-02 01:48:25.533555,,,
FlipChip,conti,2022-04-02 02:48:01.739782,,,
ledesma.com.ar,lockbit2,2022-04-02 08:18:46.408596,,,
Ackerman Plumbing,conti,2022-04-02 14:21:32.958833,,,
New Company 04.2022,midas,2022-04-03 07:21:32.385358,,,
bazzisrl.it,lockbit2,2022-04-03 08:22:13.329255,,,
fec-corp.com,lockbit2,2022-04-03 09:23:50.204232,,,
eksltd.com,lockbit2,2022-04-03 10:22:13.087856,,,
greenexperts.co...,lockbit2,2022-04-03 11:19:14.757486,,,
centralban,lockbit2,2022-04-03 12:22:37.664351,,,
oldenburgdeurbe...,lockbit2,2022-04-03 13:24:04.116314,,,
nowiny,lockbit2,2022-04-03 14:22:36.372255,,,
remar.com.ec,lockbit2,2022-04-03 15:21:30.268929,,,
wiegaarden.dk,lockbit2,2022-04-03 16:22:17.707478,,,
Frey and Winkler GmbH,conti,2022-04-03 22:22:07.683633,,,
SLH,conti,2022-04-03 23:20:35.393907,,,
TRUSTFORD,conti,2022-04-04 00:30:40.924443,,,
n,lockbit2,2022-04-04 08:25:03.933563,,,
a-r-s.com,lockbit2,2022-04-04 12:21:53.525309,,,
ascotlloyd.co.u...,lockbit2,2022-04-04 13:27:11.154085,,,
gva-atencia.es,lockbit2,2022-04-04 14:22:48.209255,,,
noll-law.com,lockbit2,2022-04-04 15:24:15.910551,,,
sep2.com,lockbit2,2022-04-04 16:23:27.579063,,,
westminster.de,lockbit2,2022-04-04 17:24:28.751325,,,
A message to France,stormous,2022-04-04 19:23:54.240466,,,
Woningcorporatie ZAYAZ,conti,2022-04-04 21:21:29.513402,,,
ferrolabella,lockbit2,2022-04-05 06:21:16.167725,,,
scoular.com,lockbit2,2022-04-05 08:25:30.464080,,,
panasonic,conti,2022-04-05 10:23:02.127520,,,
Sonae,ransomexx,2022-04-05 16:22:09.035583,,,
gordoncounty.or...,lockbit2,2022-04-06 01:49:03.107301,,,
allcountysurvey...,lockbit2,2022-04-06 02:45:32.701512,,,
http://www.toot...,lockbit2,2022-04-06 03:32:01.183002,,,
vgoc.ca,lockbit2,2022-04-06 04:20:06.195797,,,
www.rnrinc.com,lockbit2,2022-04-06 05:22:44.391327,,,
www.wania.at,lockbit2,2022-04-06 06:23:22.344080,,,
rnrinc.com,lockbit2,2022-04-06 10:39:37.815331,,,
toothbuds.com,lockbit2,2022-04-06 11:18:48.551216,,,
wania.at,lockbit2,2022-04-06 12:21:45.840948,,,
Keicorp(ICPM),lorenz,2022-04-06 15:22:03.938832,,,
International Centre Leaked,ragnarlocker,2022-04-06 20:21:14.493553,,,
United States of America GOV,everest,2022-04-06 21:24:06.071518,,,
Barwick Bathroom Distribution LLP,conti,2022-04-06 22:19:26.501272,,,
FCCH,hive,2022-04-07 05:21:10.715198,,,
get-entkernung....,lockbit2,2022-04-07 12:24:46.369804,,,
feuerschutzbock...,lockbit2,2022-04-07 13:33:17.416338,,,
unholz.ch,lockbit2,2022-04-07 14:23:33.703792,,,
"Jiangsu Kaili Carpet Co., Ltd.",midas,2022-04-07 15:21:32.210312,,,
SUPREME SERVICES,midas,2022-04-07 16:20:02.753148,,,
tnt,lockbit2,2022-04-07 18:24:50.970680,,,
metagenics,cuba,2022-04-08 11:20:47.534325,,,
genieroute.be,lockbit2,2022-04-08 12:24:06.311960,,,
rosagroup.com,lockbit2,2022-04-08 13:31:46.127295,,,
ardeche.fr,lockbit2,2022-04-08 16:18:38.927427,,,
Wocklum Group,conti,2022-04-08 21:22:35.107313,,,
ch1,lockbit2,2022-04-09 04:23:05.945293,,,
anasia.co,lockbit2,2022-04-09 12:21:20.123351,,,
clinique.cob-os...,lockbit2,2022-04-09 23:18:49.869141,,,
https://groupem...,lockbit2,2022-04-10 00:31:37.728148,,,
sadeco.fr,lockbit2,2022-04-10 01:49:53.767198,,,
l,lockbit2,2022-04-10 02:50:04.343291,,,
spirit-ord.com,lockbit2,2022-04-10 03:31:07.041030,,,
www.farmaciasta...,lockbit2,2022-04-10 04:21:35.518761,,,
Snap-on Incorporated,conti,2022-04-10 12:21:49.787795,,,
lerros.com,lockbit2,2022-04-10 13:24:42.826961,,,
farmaciastatuto...,lockbit2,2022-04-10 15:22:09.649822,,,
groupemeunier.c...,lockbit2,2022-04-10 16:25:17.842408,,,
lo,lockbit2,2022-04-10 17:26:46.920449,,,
Eminox,conti,2022-04-11 01:48:50.021676,,,
MARTINELLI GINETTO,conti,2022-04-11 02:53:07.798481,,,
ruthtaubman.com,lockbit2,2022-04-11 08:25:52.986159,,,
tokyo-plant.co....,lockbit2,2022-04-11 09:22:33.394406,,,
CAE Services,conti,2022-04-11 12:24:46.195438,,,
azcomputerlabs....,lockbit2,2022-04-11 15:25:41.687368,,,
Advizrs,lorenz,2022-04-11 16:26:39.190697,,,
Wolfe Industrial,quantum,2022-04-11 20:25:23.633896,,,
Newlat Food SPA,conti,2022-04-11 21:26:44.096135,,,
lee-associate,lockbit2,2022-04-11 22:25:19.370671,,,
Broadleaf,quantum,2022-04-11 23:22:17.475617,,,
Service Employees' International Union,quantum,2022-04-12 12:16:37.584774,,,
Hi Tech HoneyComb,quantum,2022-04-12 12:16:37.602053,,,
JetStar,quantum,2022-04-12 12:16:37.633545,,,
Success Neeti,stormous,2022-04-12 12:16:38.538135,,,
Delhi Heights School,stormous,2022-04-12 12:16:38.554133,,,
ALAM LMS,stormous,2022-04-12 12:16:38.570051,,,
National Rehabilitation Training Center,stormous,2022-04-12 12:16:38.586532,,,
Epic Games Data Breach,stormous,2022-04-12 12:16:38.621280,,,
wallyedgar.com | Wally Edgar Chevrolet,alphv,2022-04-12 04:18:35.489896,,,
tgs.com.ar,alphv,2022-04-12 05:18:01.834991,,,
Florida International University (www.fiu.edu),alphv,2022-04-12 06:17:54.429129,,,
DC ADVISORY,alphv,2022-04-12 07:20:46.001771,,,
North Carolina A&T State University (www.ncat.edu),alphv,2022-04-12 08:21:46.128616,,,
bet9ja.com | goldbet.it,alphv,2022-04-12 20:22:15.669713,,,
tavistock,cuba,2022-04-12 09:24:12.472267,,,
DeeZee,lorenz,2022-04-12 11:18:27.826779,,,
breadtalk.com,lockbit2,2022-04-12 13:28:38.808213,,,
inglotcosmetics...,lockbit2,2022-04-12 14:19:15.730861,,,
TIC International Corporation,conti,2022-04-12 21:21:52.482286,,,
"Supplies Company Data Leak in British Columbia, Canada",everest,2022-04-12 23:16:08.910665,,,
northstari,lockbit2,2022-04-13 08:18:19.940604,,,
get-greenenergy...,lockbit2,2022-04-13 11:23:00.404171,,,
Simply Placed,lorenz,2022-04-13 17:30:17.573559,,,
Standard Building Supplies Ltd,everest,2022-04-13 21:20:39.758299,,,
applya.com,lockbit2,2022-04-13 22:24:47.822365,,,
heartlandhealth...,lockbit2,2022-04-13 23:22:35.398073,,,
tpdrug.com,lockbit2,2022-04-14 00:22:47.389398,,,
www.cassinobuil...,lockbit2,2022-04-14 01:49:52.848458,,,
Atlas Copco,suncrypt,2022-04-14 02:50:35.913255,,,
www.mpm.fr,lockbit2,2022-04-14 03:39:38.670429,,,
www.verifiedlab...,lockbit2,2022-04-14 04:19:12.613375,,,
Elevate Services,conti,2022-04-14 07:17:42.500192,,,
polyplastics.co...,lockbit2,2022-04-14 08:20:50.038623,,,
cyberapex.com,lockbit2,2022-04-14 11:25:33.729086,,,
kpcg.com.hk,lockbit2,2022-04-14 12:26:35.646885,,,
Gemeente Buren,suncrypt,2022-04-14 13:28:50.422429,,,
radmangroup.com,lockbit2,2022-04-14 14:26:29.102333,,,
soharportandfre...,lockbit2,2022-04-14 15:19:56.492659,,,
Musco Sports Lighting,lorenz,2022-04-14 16:22:20.561291,,,
mpm.fr,lockbit2,2022-04-14 19:20:29.560986,,,
cassinobuilding...,lockbit2,2022-04-14 20:23:04.852001,,,
verifiedlabel.c...,lockbit2,2022-04-14 21:20:22.203483,,,
"Big Horn Plastering of Colorado, Inc.",conti,2022-04-14 22:23:50.976155,,,
Basra Multipurposr Terminal,midas,2022-04-14 23:25:05.809224,,,
eNoah it solutions,alphv,2022-04-15 00:26:29.327842,,,
museum-dingo,lockbit2,2022-04-15 03:45:58.248610,,,
CJ Pony Parts,conti,2022-04-15 08:21:10.029586,,,
enclosuresoluti...,lockbit2,2022-04-15 11:29:25.017116,,,
http://inland-e...,lockbit2,2022-04-15 12:21:53.050184,,,
Importador Ferretero Trujillo Cia. Ltda,lv,2022-04-15 14:21:53.375024,,,
inland-engineer...,lockbit2,2022-04-15 17:32:37.569603,,,
[IMPORTANT ANNOUNCEMENT!],conti,2022-04-15 18:21:04.329824,,,
DJS associate,suncrypt,2022-04-16 02:50:25.259799,,,
Standard Building Supplies Ltd.,everest,2022-04-16 18:24:44.771967,,,
Tucker Door & Trim,conti,2022-04-17 04:22:09.967965,,,
Ministerio de Hacienda - República de Costa Rica,conti,2022-04-17 10:21:40.531689,,,
NuLife Med,vicesociety,2022-04-17 21:21:42.195535,,,
ville-sa,lockbit2,2022-04-18 05:23:08.543509,,,
kainz-haustechn.,lockbit2,2022-04-18 07:27:19.883452,,,
gruppoathesis.i...,lockbit2,2022-04-18 09:23:11.750665,,,
MILLS GROUP,hive,2022-04-18 11:27:31.278269,,,
rockportmusic,lockbit2,2022-04-18 12:25:46.232417,,,
Nordex SE,conti,2022-04-18 15:21:37.396282,,,
Centris,conti,2022-04-18 17:32:47.033067,,,
Barakat Travel and Private Jet was Hacked,alphv,2022-04-18 18:20:36.279336,,,
ssi-steel.com,lockbit2,2022-04-19 05:31:50.832685,,,
tnmed.org,lockbit2,2022-04-19 06:27:06.938358,,,
daumar.com,lockbit2,2022-04-19 09:24:25.975544,,,
groupe-corbat.c...,lockbit2,2022-04-19 10:20:19.057579,,,
jannone.it,lockbit2,2022-04-19 11:21:07.057185,,,
keisei-const.jp,lockbit2,2022-04-19 12:18:23.502176,,,
procab.se,lockbit2,2022-04-19 13:37:27.521126,,,
reitzner.de,lockbit2,2022-04-19 14:24:13.398760,,,
For Costa Rica,conti,2022-04-19 15:25:31.551630,,,
compagniedephal...,lockbit2,2022-04-19 16:25:12.342494,,,
secova.com | Secova Inc,alphv,2022-04-19 17:36:49.801332,,,
Del Sol,conti,2022-04-19 21:26:33.815195,,,
Instituto Meteorológico Nacional,conti,2022-04-19 22:34:28.582558,,,
Instituto Meteorológico Nacional and racsa.go.cr,conti,2022-04-19 23:22:41.433098,,,
ingesw.com,lockbit2,2022-04-20 03:52:34.796653,,,
Camden City School District,quantum,2022-04-20 04:36:39.513430,,,
MAGNAR-EIKELAND...,lockbit2,2022-04-20 10:29:39.976653,,,
lekise.com,lockbit2,2022-04-20 11:28:56.148405,,,
Trace Midstream,alphv,2022-04-20 13:42:35.504900,,,
AM International,arvinclub,2022-04-20 16:20:06.852320,,,
DavislandscapeL...,lockbit2,2022-04-20 17:31:15.131593,,,
baugeschaeft-bo...,lockbit2,2022-04-20 18:23:46.941087,,,
Reckitt Benckiser,everest,2022-04-20 19:26:30.213679,,,
Attica Group,conti,2022-04-20 21:40:49.941060,,,
Visotec Group www.visotec.com,revil,2022-04-20 22:33:44.555617,,,
Simonson-Lumber Inc. First batch of Data.,ragnarlocker,2022-04-20 23:37:23.317728,,,
www.oil-india.com,revil,2022-04-21 00:40:11.739219,,,
CYMZ,revil,2022-04-21 02:00:22.470335,,,
Asfaltproductienijmegen,revil,2022-04-21 03:04:48.602329,,,
Major indian cryptocurrency Data Leak,darkleakmarket,2022-04-21 04:03:41.269894,,,
US Cellular data leak Dec-2021,darkleakmarket,2022-04-21 04:42:07.615808,,,
breadt,lockbit2,2022-04-21 05:46:32.681681,,,
T Mobile Data Leak Dec-2021,darkleakmarket,2022-04-21 06:30:29.601703,,,
UKG Kronos Data Leak,darkleakmarket,2022-04-21 07:34:30.532966,,,
Volvo data breach,darkleakmarket,2022-04-21 08:29:38.902532,,,
Panasonic data breach,darkleakmarket,2022-04-21 09:29:47.239248,,,
asp.messina.it,lockbit2,2022-04-21 10:27:46.397678,,,
DDC Data Leak,darkleakmarket,2022-04-21 11:28:21.873231,,,
Maristes Hermitage,vicesociety,2022-04-21 12:37:10.554049,,,
tvothai.com,lockbit2,2022-04-21 14:33:31.761239,,,
Al Bijjar,arvinclub,2022-04-21 17:36:07.558909,,,
Morrie's Auto Group,lorenz,2022-04-21 18:28:07.897490,,,
Small Industries DevelopmentBank of India,vicesociety,2022-04-21 21:32:22.019865,"Small Industries Development Bank of India is the apex regulatory body for overall licensing and regulation of micro, small and medium enterprise finance companies in India. It is under the jurisdiction of Ministry of Finance, Government of India headquartered at Lucknow and having its offices all over the country.",,
incegd.com,lockbit2,2022-04-22 00:48:56.683802,,,
CARACOL TV COLOMBIA,kelvinsecurity,2022-04-01 01:01:00.000000,,,
caribetours,kelvinsecurity,2022-04-01 01:01:00.000000,,,
ICONIC,kelvinsecurity,2022-04-01 01:01:00.000000,,,
eGOV,kelvinsecurity,2022-04-01 01:01:00.000000,,,
Equicom SAVINGS BANK,kelvinsecurity,2022-04-01 01:01:00.000000,,,
Cellulant Corporation,kelvinsecurity,2022-04-01 01:01:00.000000,,,
BEXIMCO,kelvinsecurity,2022-04-01 01:01:00.000000,,,
BMW CHILE,kelvinsecurity,2022-04-01 01:01:00.000000,,,
Banco do Brasil,kelvinsecurity,2022-04-01 01:01:00.000000,,,
CORT,kelvinsecurity,2022-04-01 01:01:00.000000,,,
Nestle,kelvinsecurity,2022-04-01 01:01:00.000000,,,
Salvadoran Ministry of Foreign Affairs,kelvinsecurity,2022-04-01 01:01:00.000000,,,
ANTEL,kelvinsecurity,2022-04-01 01:01:00.000000,,,
Pakistan Human Rights,kelvinsecurity,2022-04-01 01:01:00.000000,,,
CR ASIA,kelvinsecurity,2022-04-01 01:01:00.000000,,,
PT Pertamina Gas,kelvinsecurity,2022-04-22 13:22:14.831758,,,
beckerlaw.com,lockbit2,2022-04-22 03:14:34.740166,,,
huntongroup.com,lockbit2,2022-04-22 03:57:50.257741,,,
wilshire.com,lockbit2,2022-04-22 04:41:46.146260,,,
ekz.de,lockbit2,2022-04-22 07:28:37.403154,,,
produitsneptune...,lockbit2,2022-04-22 09:31:27.637946,,,
lifestylesoluti...,lockbit2,2022-04-22 10:29:37.552008,,,
fazenda.rj.gov....,lockbit2,2022-04-22 12:27:23.704748,,,
simplilearn.net,lockbit2,2022-04-22 13:38:20.645656,,,
metrobrokers,cuba,2022-04-22 14:38:36.801503,,,
prophoenix,cuba,2022-04-22 15:27:00.992003,,,
Calvetti Ferguson,alphv,2022-04-22 20:25:02.844859,,,
Stratford University,revil,2022-04-22 21:26:51.696558,,,
Centre Hospitalier de Castelluccio,vicesociety,2022-04-22 22:27:22.879251,,,
Mossbourne Federation,vicesociety,2022-04-23 06:29:56.717678,,,
Jasec,conti,2022-04-23 09:27:21.525909,,,
https://valoore...,lockbit2,2022-04-23 13:32:57.162483,,,
www.tigergroup....,lockbit2,2022-04-23 14:26:29.050697,,,
ccfsinc.com,lockbit2,2022-04-23 17:28:40.803075,,,
greenex,lockbit2,2022-04-23 18:35:40.103422,,,
tigergroup.ae,lockbit2,2022-04-23 21:33:19.039152,,,
valoores.com,lockbit2,2022-04-23 22:34:05.142817,,,
Co-opbank Pertama,suncrypt,2022-04-24 00:38:40.494959,,,
innotecgroup.com,alphv,2022-04-24 06:27:33.153064,,,
gp,lockbit2,2022-04-24 19:38:01.966693,,,
kdaponte.com,lockbit2,2022-04-24 21:39:18.083170,,,
schriesheim.de,lockbit2,2022-04-25 06:32:56.154201,,,
cronos.com.ar,lockbit2,2022-04-25 11:28:53.315456,,,
emucor.es,lockbit2,2022-04-25 12:30:05.375634,,,
huesser.ch,lockbit2,2022-04-25 13:41:01.655828,,,
multimmobiliare...,lockbit2,2022-04-25 14:34:21.755977,,,
Elgin_Ca,conti,2022-04-25 15:25:07.032405,,,
NATION Costa Rica,kelvinsecurity,2022-04-25 18:29:28.524909,,,
Waiting for next leak,kelvinsecurity,2022-04-25 20:31:21.984234,,,
Coca-Cola,stormous,2022-04-25 21:01:30.313302,,,
Mattele,stormous,2022-04-25 21:27:31.644095,,,
Danaher,stormous,2022-04-25 21:27:31.927201,,,
Confcommercio - Alessandria - Home,quantum,2022-04-26 00:38:41.377325,,,
FRISA.com,alphv,2022-04-26 14:29:09.802111,,,
j-w-anderson.com,alphv,2022-04-26 18:47:46.376706,,,
SSK Ingeniería Y Construcción S.A.C.,hive,2022-04-26 21:12:10.071326,,,
Deutsche Windtechnik,blackbasta,2022-04-26 21:12:12.555173,,,
Basler Versicherungen,blackbasta,2022-04-26 21:12:12.866916,,,
LACKS,blackbasta,2022-04-26 21:12:13.358402,,,
IMA Schelling Group,blackbasta,2022-04-26 21:12:13.881436,,,
Laiteries Reunies Societe cooperative,blackbasta,2022-04-26 21:12:14.197628,,,
LECHLER S.p.A.,blackbasta,2022-04-26 21:12:14.581568,,,
Boswell Engineering,blackbasta,2022-04-26 21:12:14.876370,,,
Oralia,blackbasta,2022-04-26 21:12:15.234388,,,
Plauen Stahl Technologie GmbH,blackbasta,2022-04-26 21:12:15.611500,,,
TÜV NORD GROUP,blackbasta,2022-04-26 21:12:15.886364,,,
ADA,blackbasta,2022-04-26 21:12:16.203270,,,
For Peru,conti,2022-04-27 13:41:37.316624,,,
Alliant Physical Therapy DATA,alphv,2022-04-27 14:28:50.008682,,,
Attica Holdings S.A.,conti,2022-04-27 16:29:40.444226,,,
PhoenixPackagingPA,alphv,2022-04-27 17:33:02.807495,,,
Elgin County,quantum,2022-04-27 18:46:06.811997,,,
davislandscapel...,lockbit2,2022-04-27 23:29:53.252145,,,
